video_id,label,npy_path,frames,features,source
include_Time_MVI_4670,Time,data/landmarks/include_Time_MVI_4670.npy,45,258,real
include_Time_MVI_5077,Time,data/landmarks/include_Time_MVI_5077.npy,45,258,real
include_Time_MVI_5078,Time,data/landmarks/include_Time_MVI_5078.npy,45,258,real
include_Time_MVI_5079,Time,data/landmarks/include_Time_MVI_5079.npy,45,258,real
include_Time_MVI_5524,Time,data/landmarks/include_Time_MVI_5524.npy,45,258,real
include_Time_MVI_5525,Time,data/landmarks/include_Time_MVI_5525.npy,45,258,real
include_Time_MVI_5526,Time,data/landmarks/include_Time_MVI_5526.npy,45,258,real
include_Time_MVI_5527,Time,data/landmarks/include_Time_MVI_5527.npy,45,258,real
include_Time_MVI_9201,Time,data/landmarks/include_Time_MVI_9201.npy,45,258,real
include_Time_MVI_9202,Time,data/landmarks/include_Time_MVI_9202.npy,45,258,real
include_Time_MVI_9203,Time,data/landmarks/include_Time_MVI_9203.npy,45,258,real
include_Time_MVI_9204,Time,data/landmarks/include_Time_MVI_9204.npy,45,258,real
